Id,IsDeleted,CaseNumber,ContactId,AccountId,AssetId,ParentId,SuppliedName,SuppliedEmail,SuppliedPhone,SuppliedCompany,Type,Status,Reason,Origin,Subject,Priority,Description,IsClosed,ClosedDate,IsEscalated,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,ContactPhone,ContactMobile,ContactEmail,ContactFax,LastViewedDate,LastReferencedDate,Employee_ID__c,Member_ID__c,Passport_ID__c,SSN__c
5001g000009TXJVAA4,,00014337,0031g00000iE9OVAA0,0011g00000nAbtLAAS,,,,,,,Billing,Closed,Billing,Email,Service question,Low,I have a billing question related to my account.,1,2013-07-21T01:08:38.000+0000,,0051g000004BvFfAAK,2013-07-04T01:08:38.000+0000,0051g000004BvFfAAK,2013-07-21T01:08:38.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,(555) 587-1475,(555) 591-8282,donte.bouse@example.com,,,,000719848797,000735917378,000134856149,000-77-2334
5001g000009TXJWAA4,,00014338,0031g00000iE9OVAA0,0011g00000nAbtLAAS,,,,,,,Support,New,Support,Phone,Error message problem,Low,I have a service question and would like some assistance.,,,,0051g000004BvFfAAK,2020-04-02T19:24:30.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,(555) 587-1475,(555) 591-8282,donte.bouse@example.com,,,,000719848797,000735917378,000134856149,000-77-2334
5001g000009TXJXAA4,,00014339,0031g00000iE9OVAA0,0011g00000nAbtLAAS,,,,,,,Cancellation,Closed,Cancellation,Email,Please cancel my service,Medium,I need to cancel our account.,1,2009-11-28T19:42:02.000+0000,,0051g000004BvFfAAK,2009-11-11T19:42:02.000+0000,0051g000004BvFfAAK,2009-11-28T19:42:02.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,(555) 587-1475,(555) 591-8282,donte.bouse@example.com,,,,000719848797,000735917378,000134856149,000-77-2334
5001g000009TXODAA4,,00014629,0031g00000iE9Q6AAK,0011g00000nAbthAAC,,,,,,,Claim,Closed,Claim,Web,Question about my claim,Medium,I have claims question related to my account.,1,2011-12-30T18:04:45.000+0000,,0051g000004BvFfAAK,2011-12-21T18:04:45.000+0000,0051g000004BvFfAAK,2011-12-30T18:04:45.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 628-2056,(555) 866-3110,myrle.glatzel@example.com,,,,000507296078,000438310812,000457730663,000-78-6865
5001g000009TXOEAA4,,00014630,0031g00000iE9Q6AAK,0011g00000nAbthAAC,,,,,,,Enrollment,Closed,Enrollment,Web,Status of enrollment,Low,I have an enrollment question related to my account.,1,2010-10-12T02:17:34.000+0000,,0051g000004BvFfAAK,2010-10-03T02:17:34.000+0000,0051g000004BvFfAAK,2010-10-12T02:17:34.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 628-2056,(555) 866-3110,myrle.glatzel@example.com,,,,000507296078,000438310812,000457730663,000-78-6865
5001g000009TXOFAA4,,00014631,0031g00000iE9Q7AAK,0011g00000nAbthAAC,,,,,,,Support,Closed,Support,Web,Question about setup,Medium,I have a service question and would like some assistance.,1,2016-12-26T23:03:03.000+0000,,0051g000004BvFfAAK,2016-12-17T23:03:03.000+0000,0051g000004BvFfAAK,2016-12-26T23:03:03.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 182-4812,(555) 871-5227,mike.shotwell@example.com,,,,000568588822,000898486103,000328410665,000-86-8434
5001g000009TXOGAA4,,00014632,0031g00000iE9Q7AAK,0011g00000nAbthAAC,,,,,,,Claim,Closed,Claim,Email,Need copy of my claim,Low,I have claims question related to my account.,1,2010-12-19T23:47:34.000+0000,,0051g000004BvFfAAK,2010-12-08T23:47:34.000+0000,0051g000004BvFfAAK,2010-12-19T23:47:34.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 182-4812,(555) 871-5227,mike.shotwell@example.com,,,,000568588822,000898486103,000328410665,000-86-8434
5001g000009TXOHAA4,,00014633,0031g00000iE9Q7AAK,0011g00000nAbthAAC,,,,,,,Claim,Closed,Claim,Email,Status of claim,Medium,I have claims question related to my account.,1,2019-06-30T03:05:34.000+0000,,0051g000004BvFfAAK,2019-06-06T03:05:34.000+0000,0051g000004BvFfAAK,2019-06-30T03:05:34.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 182-4812,(555) 871-5227,mike.shotwell@example.com,,,,000568588822,000898486103,000328410665,000-86-8434
5001g000009TXOIAA4,,00014634,0031g00000iE9Q7AAK,0011g00000nAbthAAC,,,,,,,Claim,Closed,Claim,Phone,Need copy of my claim,High,I have claims question related to my account.,1,2009-05-25T21:38:35.000+0000,,0051g000004BvFfAAK,2009-05-07T21:38:35.000+0000,0051g000004BvFfAAK,2009-05-25T21:38:35.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 182-4812,(555) 871-5227,mike.shotwell@example.com,,,,000568588822,000898486103,000328410665,000-86-8434
5001g000009TXOJAA4,,00014635,0031g00000iE9Q8AAK,0011g00000nAbthAAC,,,,,,,Cancellation,Closed,Cancellation,Phone,Order cancellation,Medium,I need to cancel our account.,1,2018-06-29T14:13:21.000+0000,,0051g000004BvFfAAK,2018-06-13T14:13:21.000+0000,0051g000004BvFfAAK,2018-06-29T14:13:21.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 743-2410,(555) 531-2080,curtis.spratlin@example.com,,,,000449204249,000206201967,000528763175,000-85-2865
5001g000009TXOKAA4,,00014636,0031g00000iE9Q8AAK,0011g00000nAbthAAC,,,,,,,Claim,Closed,Claim,Email,Need copy of my claim,Medium,I have claims question related to my account.,1,2009-04-11T03:59:48.000+0000,,0051g000004BvFfAAK,2009-04-10T03:59:48.000+0000,0051g000004BvFfAAK,2009-04-11T03:59:48.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 743-2410,(555) 531-2080,curtis.spratlin@example.com,,,,000449204249,000206201967,000528763175,000-85-2865
5001g000009TXOLAA4,,00014637,0031g00000iE9Q8AAK,0011g00000nAbthAAC,,,,,,,Cancellation,Closed,Cancellation,Email,Please cancel my service,Low,I need to cancel our account.,1,2019-12-28T14:43:34.000+0000,,0051g000004BvFfAAK,2019-12-03T14:43:34.000+0000,0051g000004BvFfAAK,2019-12-28T14:43:34.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 743-2410,(555) 531-2080,curtis.spratlin@example.com,,,,000449204249,000206201967,000528763175,000-85-2865
5001g000009TXOMAA4,,00014638,0031g00000iE9Q8AAK,0011g00000nAbthAAC,,,,,,,Billing,Closed,Billing,Web,Policy question,Medium,I have a billing question related to my account.,1,2020-04-02T03:10:43.000+0000,,0051g000004BvFfAAK,2020-03-23T03:10:43.000+0000,0051g000004BvFfAAK,2020-04-02T03:10:43.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 743-2410,(555) 531-2080,curtis.spratlin@example.com,,,,000449204249,000206201967,000528763175,000-85-2865
5001g000009TXONAA4,,00014639,0031g00000iE9Q9AAK,0011g00000nAbthAAC,,,,,,,Enrollment,Closed,Enrollment,Web,Enrollment dates,Medium,I have an enrollment question related to my account.,1,2015-12-14T02:22:03.000+0000,,0051g000004BvFfAAK,2015-11-15T02:22:03.000+0000,0051g000004BvFfAAK,2015-12-14T02:22:03.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 163-4060,(555) 809-9411,phuong.boshers@example.com,,,,000196745284,000658761699,000523397998,000-95-9791
5001g000009TXOOAA4,,00014640,0031g00000iE9Q9AAK,0011g00000nAbthAAC,,,,,,,Support,Closed,Support,Phone,Configuration problem,Low,I have a service question and would like some assistance.,1,2018-06-09T23:55:56.000+0000,,0051g000004BvFfAAK,2018-05-14T23:55:56.000+0000,0051g000004BvFfAAK,2018-06-09T23:55:56.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 163-4060,(555) 809-9411,phuong.boshers@example.com,,,,000196745284,000658761699,000523397998,000-95-9791
5001g000009TXOPAA4,,00014641,0031g00000iE9QAAA0,0011g00000nAbthAAC,,,,,,,Support,Closed,Support,Phone,Question about error message,Medium,I have a service question and would like some assistance.,1,2018-07-17T19:12:53.000+0000,,0051g000004BvFfAAK,2018-07-14T19:12:53.000+0000,0051g000004BvFfAAK,2018-07-17T19:12:53.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 610-9988,(555) 698-4861,dacia.deppen@example.com,,,,000847620140,000638573566,000193647000,000-32-3611
5001g000009TXOQAA4,,00014642,0031g00000iE9QAAA0,0011g00000nAbthAAC,,,,,,,Enrollment,Closed,Enrollment,Phone,Status of enrollment,Medium,I have an enrollment question related to my account.,1,2012-05-03T01:40:09.000+0000,,0051g000004BvFfAAK,2012-04-05T01:40:09.000+0000,0051g000004BvFfAAK,2012-05-03T01:40:09.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 610-9988,(555) 698-4861,dacia.deppen@example.com,,,,000847620140,000638573566,000193647000,000-32-3611
5001g000009TXORAA4,,00014643,0031g00000iE9QBAA0,0011g00000nAbtiAAC,,,,,,,Claim,Closed,Claim,Phone,Question about my claim,Medium,I have claims question related to my account.,1,2017-10-16T23:45:53.000+0000,,0051g000004BvFfAAK,2017-10-07T23:45:53.000+0000,0051g000004BvFfAAK,2017-10-16T23:45:53.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 369-4010,(555) 144-1607,nancee.luthi@example.com,,,,000257961289,000923478272,000384589320,000-70-7226
5001g000009TXOSAA4,,00014644,0031g00000iE9QCAA0,0011g00000nAbtiAAC,,,,,,,Billing,Closed,Billing,Phone,My service,Low,I have a billing question related to my account.,1,2019-09-18T17:09:26.000+0000,,0051g000004BvFfAAK,2019-08-25T17:09:26.000+0000,0051g000004BvFfAAK,2019-09-18T17:09:26.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 538-4035,(555) 533-2656,kristin.luthi@example.com,,,,000121023246,000684922090,000314516526,000-45-3641
5001g000009TXOTAA4,,00014645,0031g00000iE9QCAA0,0011g00000nAbtiAAC,,,,,,,Billing,Closed,Billing,Web,My subscription,Medium,I have a billing question related to my account.,1,2017-05-16T02:50:06.000+0000,,0051g000004BvFfAAK,2017-04-23T02:50:06.000+0000,0051g000004BvFfAAK,2017-05-16T02:50:06.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 538-4035,(555) 533-2656,kristin.luthi@example.com,,,,000121023246,000684922090,000314516526,000-45-3641
5001g000009TXOUAA4,,00014646,0031g00000iE9QDAA0,0011g00000nAbtiAAC,,,,,,,Cancellation,Closed,Cancellation,Phone,Please cancel my contract,Medium,I need to cancel our account.,1,2013-01-24T02:48:33.000+0000,,0051g000004BvFfAAK,2013-01-03T02:48:33.000+0000,0051g000004BvFfAAK,2013-01-24T02:48:33.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 552-3266,(555) 990-6550,harvey.paparo@example.com,,,,000615925667,000444319604,000955715141,000-59-1777
5001g000009TXOVAA4,,00014647,0031g00000iE9QDAA0,0011g00000nAbtiAAC,,,,,,,Enrollment,Closed,Enrollment,Phone,Need to enroll,Medium,I have an enrollment question related to my account.,1,2017-11-25T17:43:31.000+0000,,0051g000004BvFfAAK,2017-11-23T17:43:31.000+0000,0051g000004BvFfAAK,2017-11-25T17:43:31.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:22.000+0000,(555) 552-3266,(555) 990-6550,harvey.paparo@example.com,,,,000615925667,000444319604,000955715141,000-59-1777
5001g000009TXTBAA4,,00014937,0031g00000iE9RlAAK,0011g00000nAbu4AAC,,,,,,,Support,Closed,Support,Web,Error message problem,Low,I have a service question and would like some assistance.,1,2019-07-31T18:15:55.000+0000,,0051g000004BvFfAAK,2019-07-06T18:15:55.000+0000,0051g000004BvFfAAK,2019-07-31T18:15:55.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 296-5108,(555) 796-2956,pamala.crookes@example.com,,,,000788515663,000330383851,000843124133,000-73-7689
5001g000009TXTCAA4,,00014938,0031g00000iE9RmAAK,0011g00000nAbu5AAC,,,,,,,Enrollment,Closed,Enrollment,Phone,Need to enroll,Medium,I have an enrollment question related to my account.,1,2012-04-30T01:39:19.000+0000,,0051g000004BvFfAAK,2012-04-02T01:39:19.000+0000,0051g000004BvFfAAK,2012-04-30T01:39:19.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 376-9306,(555) 607-7124,nevada.seidt@example.com,,,,000187765540,000714988434,000705167992,000-37-3735
5001g000009TXTDAA4,,00014939,0031g00000iE9RmAAK,0011g00000nAbu5AAC,,,,,,,Enrollment,Closed,Enrollment,Phone,Status of enrollment,Medium,I have an enrollment question related to my account.,1,2018-01-18T22:09:38.000+0000,,0051g000004BvFfAAK,2017-12-30T22:09:38.000+0000,0051g000004BvFfAAK,2018-01-18T22:09:38.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 376-9306,(555) 607-7124,nevada.seidt@example.com,,,,000187765540,000714988434,000705167992,000-37-3735
5001g000009TXTEAA4,,00014940,0031g00000iE9RmAAK,0011g00000nAbu5AAC,,,,,,,Enrollment,Closed,Enrollment,Phone,Status of enrollment,Medium,I have an enrollment question related to my account.,1,2018-06-25T03:13:15.000+0000,,0051g000004BvFfAAK,2018-06-06T03:13:15.000+0000,0051g000004BvFfAAK,2018-06-25T03:13:15.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 376-9306,(555) 607-7124,nevada.seidt@example.com,,,,000187765540,000714988434,000705167992,000-37-3735
5001g000009TXTFAA4,,00014941,0031g00000iE9RnAAK,0011g00000nAbu5AAC,,,,,,,Claim,Closed,Claim,Phone,Question about my claim,Medium,I have claims question related to my account.,1,2011-08-12T00:28:14.000+0000,,0051g000004BvFfAAK,2011-07-19T00:28:14.000+0000,0051g000004BvFfAAK,2011-08-12T00:28:14.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 690-4151,(555) 954-8705,laurena.mcvoy@example.com,,,,000913525930,000122449629,000593251175,000-67-4313
5001g000009TXTGAA4,,00014942,0031g00000iE9RnAAK,0011g00000nAbu5AAC,,,,,,,Claim,Closed,Claim,Phone,Status of claim,Medium,I have claims question related to my account.,1,2016-02-25T01:52:45.000+0000,,0051g000004BvFfAAK,2016-02-16T01:52:45.000+0000,0051g000004BvFfAAK,2016-02-25T01:52:45.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 690-4151,(555) 954-8705,laurena.mcvoy@example.com,,,,000913525930,000122449629,000593251175,000-67-4313
5001g000009TXTHAA4,,00014943,0031g00000iE9RnAAK,0011g00000nAbu5AAC,,,,,,,Enrollment,Closed,Enrollment,Email,Need to enroll,Low,I have an enrollment question related to my account.,1,2018-02-08T23:16:19.000+0000,,0051g000004BvFfAAK,2018-02-02T23:16:19.000+0000,0051g000004BvFfAAK,2018-02-08T23:16:19.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 690-4151,(555) 954-8705,laurena.mcvoy@example.com,,,,000913525930,000122449629,000593251175,000-67-4313
5001g000009TXTIAA4,,00014944,0031g00000iE9RnAAK,0011g00000nAbu5AAC,,,,,,,Cancellation,Closed,Cancellation,Phone,Please cancel my subscription,Low,I need to cancel our account.,1,2010-10-24T22:01:28.000+0000,,0051g000004BvFfAAK,2010-09-28T22:01:28.000+0000,0051g000004BvFfAAK,2010-10-24T22:01:28.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 690-4151,(555) 954-8705,laurena.mcvoy@example.com,,,,000913525930,000122449629,000593251175,000-67-4313
5001g000009TXTJAA4,,00014945,0031g00000iE9RoAAK,0011g00000nAbu5AAC,,,,,,,Other,Closed,Other,Web,Need assistance,Medium,I need some general assistance related to our account.,1,2004-05-25T19:26:08.000+0000,,0051g000004BvFfAAK,2004-05-05T19:26:08.000+0000,0051g000004BvFfAAK,2004-05-25T19:26:08.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 856-2534,(555) 893-1529,sherice.aki@example.com,,,,000972699350,000944378532,000746304163,000-68-5773
5001g000009TXTKAA4,,00014946,0031g00000iE9RoAAK,0011g00000nAbu5AAC,,,,,,,Cancellation,Closed,Cancellation,Email,Please cancel my contract,Low,I need to cancel our account.,1,2016-01-28T01:56:51.000+0000,,0051g000004BvFfAAK,2015-12-31T01:56:51.000+0000,0051g000004BvFfAAK,2016-01-28T01:56:51.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 856-2534,(555) 893-1529,sherice.aki@example.com,,,,000972699350,000944378532,000746304163,000-68-5773
5001g000009TXTLAA4,,00014947,0031g00000iE9RoAAK,0011g00000nAbu5AAC,,,,,,,Cancellation,Closed,Cancellation,Phone,Cancel my subscription,Medium,I need to cancel our account.,1,2018-09-29T19:16:32.000+0000,,0051g000004BvFfAAK,2018-08-31T19:16:32.000+0000,0051g000004BvFfAAK,2018-09-29T19:16:32.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 856-2534,(555) 893-1529,sherice.aki@example.com,,,,000972699350,000944378532,000746304163,000-68-5773
5001g000009TXTMAA4,,00014948,0031g00000iE9RpAAK,0011g00000nAbu5AAC,,,,,,,Enrollment,Closed,Enrollment,Email,Enrollment question,Medium,I have an enrollment question related to my account.,1,2014-11-25T00:29:18.000+0000,,0051g000004BvFfAAK,2014-11-10T00:29:18.000+0000,0051g000004BvFfAAK,2014-11-25T00:29:18.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 367-3558,(555) 996-4238,catarina.hopper@example.com,,,,000776260131,000433837428,000129165703,000-94-3229
5001g000009TXTNAA4,,00014949,0031g00000iE9RpAAK,0011g00000nAbu5AAC,,,,,,,Cancellation,Closed,Cancellation,Email,Cancel my subscription,Low,I need to cancel our account.,1,2008-09-20T20:07:05.000+0000,,0051g000004BvFfAAK,2008-08-29T20:07:05.000+0000,0051g000004BvFfAAK,2008-09-20T20:07:05.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 367-3558,(555) 996-4238,catarina.hopper@example.com,,,,000776260131,000433837428,000129165703,000-94-3229
5001g000009TXTOAA4,,00014950,0031g00000iE9RpAAK,0011g00000nAbu5AAC,,,,,,,Enrollment,Closed,Enrollment,Phone,Enrollment dates,Medium,I have an enrollment question related to my account.,1,2014-02-28T21:26:03.000+0000,,0051g000004BvFfAAK,2014-02-22T21:26:03.000+0000,0051g000004BvFfAAK,2014-02-28T21:26:03.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 367-3558,(555) 996-4238,catarina.hopper@example.com,,,,000776260131,000433837428,000129165703,000-94-3229
5001g000009TXTPAA4,,00014951,0031g00000iE9RqAAK,0011g00000nAbu5AAC,,,,,,,Claim,Closed,Claim,Phone,Status of claim,Medium,I have claims question related to my account.,1,2015-09-17T18:04:23.000+0000,,0051g000004BvFfAAK,2015-09-09T18:04:23.000+0000,0051g000004BvFfAAK,2015-09-17T18:04:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 188-9254,(555) 864-6121,marquitta.siurek@example.com,,,,000540516665,000810774363,000159821119,000-40-7749
5001g000009TXTQAA4,,00014952,0031g00000iE9RqAAK,0011g00000nAbu5AAC,,,,,,,Other,Closed,Other,Phone,Need assistance,Medium,I need some general assistance related to our account.,1,2013-08-22T16:29:32.000+0000,,0051g000004BvFfAAK,2013-08-03T16:29:32.000+0000,0051g000004BvFfAAK,2013-08-22T16:29:32.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 188-9254,(555) 864-6121,marquitta.siurek@example.com,,,,000540516665,000810774363,000159821119,000-40-7749
5001g000009TXTRAA4,,00014953,0031g00000iE9RrAAK,0011g00000nAbu6AAC,,,,,,,Cancellation,Closed,Cancellation,Phone,Cancel my subscription,Medium,I need to cancel our account.,1,2013-10-26T01:13:26.000+0000,,0051g000004BvFfAAK,2013-10-24T01:13:26.000+0000,0051g000004BvFfAAK,2013-10-26T01:13:26.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 340-3874,(555) 194-2391,lorenzo.shike@example.com,,,,000630842469,000971406519,000532055152,000-56-9511
5001g000009TXTSAA4,,00014954,0031g00000iE9RsAAK,0011g00000nAbu6AAC,,,,,,,Claim,Closed,Claim,Email,Status of claim,Medium,I have claims question related to my account.,1,2020-01-28T23:52:11.000+0000,,0051g000004BvFfAAK,2020-01-08T23:52:11.000+0000,0051g000004BvFfAAK,2020-01-28T23:52:11.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 825-8085,(555) 764-8554,yulanda.heltsley@example.com,,,,000774376194,000350540628,000898729097,000-68-2191
5001g000009TXTTAA4,,00014955,0031g00000iE9RtAAK,0011g00000nAbu6AAC,,,,,,,Billing,Closed,Billing,Web,Policy question,Medium,I have a billing question related to my account.,1,2015-04-30T02:59:47.000+0000,,0051g000004BvFfAAK,2015-04-14T02:59:47.000+0000,0051g000004BvFfAAK,2015-04-30T02:59:47.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 463-2181,(555) 304-1282,shirly.defino@example.com,,,,000922080049,000872517063,000606599021,000-71-5919
5001g000009TXTUAA4,,00014956,0031g00000iE9RtAAK,0011g00000nAbu6AAC,,,,,,,Support,Closed,Support,Email,Need help with setup,Medium,I have a service question and would like some assistance.,1,2007-02-13T23:06:32.000+0000,,0051g000004BvFfAAK,2007-01-16T23:06:32.000+0000,0051g000004BvFfAAK,2007-02-13T23:06:32.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:24.000+0000,(555) 463-2181,(555) 304-1282,shirly.defino@example.com,,,,000922080049,000872517063,000606599021,000-71-5919
5001g000009TXYDAA4,,00015249,0031g00000iE9TSAA0,0011g00000nAbuQAAS,,,,,,,Cancellation,Closed,Cancellation,Email,Please cancel my subscription,Medium,I need to cancel our account.,1,2016-08-01T17:45:57.000+0000,,0051g000004BvFfAAK,2016-07-27T17:45:57.000+0000,0051g000004BvFfAAK,2016-08-01T17:45:57.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:27.000+0000,(555) 563-5492,(555) 395-8589,shad.campolongo@example.com,,,,000238395951,000257519748,000443771681,000-57-3597
5001g000009TXYEAA4,,00015250,0031g00000iE9TSAA0,0011g00000nAbuQAAS,,,,,,,Enrollment,Escalated,Enrollment,Phone,Question about enrollment process,Medium,I have an enrollment question related to my account.,,,,0051g000004BvFfAAK,2020-05-18T01:32:53.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:27.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:27.000+0000,(555) 563-5492,(555) 395-8589,shad.campolongo@example.com,,,,000238395951,000257519748,000443771681,000-57-3597
5001g000009TXYFAA4,,00015251,0031g00000iE9TSAA0,0011g00000nAbuQAAS,,,,,,,Cancellation,Closed,Cancellation,Web,Service cancellation,Low,I need to cancel our account.,1,2014-10-16T17:20:37.000+0000,,0051g000004BvFfAAK,2014-09-19T17:20:37.000+0000,0051g000004BvFfAAK,2014-10-16T17:20:37.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:27.000+0000,(555) 563-5492,(555) 395-8589,shad.campolongo@example.com,,,,000238395951,000257519748,000443771681,000-57-3597
5001g000009TXYGAA4,,00015252,0031g00000iE9TTAA0,0011g00000nAbuRAAS,,,,,,,Claim,Closed,Claim,Phone,Status of claim,Low,I have claims question related to my account.,1,2016-05-06T23:00:54.000+0000,,0051g000004BvFfAAK,2016-04-12T23:00:54.000+0000,0051g000004BvFfAAK,2016-05-06T23:00:54.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:27.000+0000,(555) 490-4655,(555) 689-8537,vernie.bellin@example.com,,,,000587295383,000812143652,000509209738,000-87-8126
5001g000009TXYHAA4,,00015253,0031g00000iE9TUAA0,0011g00000nAbuRAAS,,,,,,,Other,Closed,Other,Web,Transfer service,Low,I need some general assistance related to our account.,1,2008-04-01T18:33:15.000+0000,,0051g000004BvFfAAK,2008-03-21T18:33:15.000+0000,0051g000004BvFfAAK,2008-04-01T18:33:15.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:27.000+0000,(555) 165-6641,(555) 188-4597,lorena.branton@example.com,,,,000653759045,000584404869,000884363779,000-95-6960
5001g000009TXYIAA4,,00015254,0031g00000iE9TUAA0,0011g00000nAbuRAAS,,,,,,,Cancellation,Closed,Cancellation,Web,Need to cancel my contract,Medium,I need to cancel our account.,1,2014-05-12T15:11:46.000+0000,,0051g000004BvFfAAK,2014-04-16T15:11:46.000+0000,0051g000004BvFfAAK,2014-05-12T15:11:46.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:27.000+0000,(555) 165-6641,(555) 188-4597,lorena.branton@example.com,,,,000653759045,000584404869,000884363779,000-95-6960
5001g000009TXYJAA4,,00015255,0031g00000iE9TUAA0,0011g00000nAbuRAAS,,,,,,,Other,Closed,Other,Web,Need assistance,Low,I need some general assistance related to our account.,1,2018-09-03T23:58:17.000+0000,,0051g000004BvFfAAK,2018-08-26T23:58:17.000+0000,0051g000004BvFfAAK,2018-09-03T23:58:17.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:27.000+0000,(555) 165-6641,(555) 188-4597,lorena.branton@example.com,,,,000653759045,000584404869,000884363779,000-95-6960
5001g000009TXYKAA4,,00015256,0031g00000iE9TVAA0,0011g00000nAbuRAAS,,,,,,,Enrollment,Closed,Enrollment,Phone,Enrollment question,Medium,I have an enrollment question related to my account.,1,2015-12-14T19:12:43.000+0000,,0051g000004BvFfAAK,2015-12-09T19:12:43.000+0000,0051g000004BvFfAAK,2015-12-14T19:12:43.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:27.000+0000,(555) 410-3146,(555) 614-5701,josiah.provo@example.com,,,,000184193858,000573346452,000846948788,000-78-4108
5001g000009TXYLAA4,,00015257,0031g00000iE9TVAA0,0011g00000nAbuRAAS,,,,,,,Support,Closed,Support,Web,Question about warning message,Low,I have a service question and would like some assistance.,1,2017-01-20T00:50:58.000+0000,,0051g000004BvFfAAK,2017-01-18T00:50:58.000+0000,0051g000004BvFfAAK,2017-01-20T00:50:58.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:27.000+0000,(555) 410-3146,(555) 614-5701,josiah.provo@example.com,,,,000184193858,000573346452,000846948788,000-78-4108
5001g000009TXYMAA4,,00015258,0031g00000iE9TWAA0,0011g00000nAbuRAAS,,,,,,,Claim,Closed,Claim,Phone,Status of claim,Low,I have claims question related to my account.,1,2018-03-07T15:44:02.000+0000,,0051g000004BvFfAAK,2018-02-17T15:44:02.000+0000,0051g000004BvFfAAK,2018-03-07T15:44:02.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:27.000+0000,(555) 968-5621,(555) 360-4497,olivia.guerette@example.com,,,,000899904393,000487681446,000850083477,000-92-5569
